group,n,mean_pct,median_pct,p05_pct,p25_pct,p75_pct,p95_pct,min_pct,max_pct
all,29952,-0.41015561360054714,-0.6032641664189431,-1.9563426029232516,-1.180053247983945,0.21778735684696016,1.8533055136157006,-3.1802969414802984,3.7298221553217603
conventional_band,20730,-1.0258355664009884,-0.9861742118276229,-2.0636869758937024,-1.39452497410911,-0.5564502892226791,-0.2241320164529477,-3.1802969414802984,-0.10006750959276056
tie_band,1139,0.00011916154827338807,-0.0018511766236128935,-0.08938788152820454,-0.04872024731730207,0.051503026812238506,0.08981726769471843,-0.09975896032260456,0.09991960002728728
funnel_band,8083,1.1110298933472,0.9237215760288908,0.18251390509857138,0.4843067126524492,1.6436920472715166,2.638639872620696,0.10060102535314197,3.7298221553217603
strict_conventional,21309,-0.9992837200278922,-0.9710695644661205,-2.0560960078901136,-1.3791592442664147,-0.5202875449297317,-0.16226832001880812,-3.1802969414802984,-0.0001111472205828079
strict_funnel,8643,1.0423181593787771,0.8272601223109133,0.07859958767177268,0.405090632167604,1.5905843080831095,2.5979906358376583,0.00010618748020885249,3.7298221553217603
