core,main_advantage,n,conventional_n,tie_n,funnel_n,conventional_pct,tie_pct,funnel_pct,strict_funnel_pct,mean_delta_pct,median_delta_pct,p05_delta_pct,p95_delta_pct,mean_main_share_pct,mean_secondary_share_pct,mean_main_g_pct,mean_l_pct
off,off,7488,5254,260,1974,70.1655982905983,3.4722222222222223,26.362179487179485,28.712606837606835,-0.5126279196822539,-0.7186794261867302,-2.095392763005268,1.958952305883528,44.050789074078075,26.186340688509198,1.6451718813144662,2.2491162747412967
off,on,7488,4876,295,2317,65.11752136752136,3.939636752136752,30.94284188034188,32.50534188034188,-0.24115759168677697,-0.518970040418415,-2.0267109615808963,2.2386779526196223,51.06155327763431,22.924920520559837,1.636386097759911,2.246192843803139
on,off,7488,5494,235,1759,73.3707264957265,3.138354700854701,23.490918803418804,24.83974358974359,-0.5543579428744327,-0.748408167275999,-1.799281374821458,1.3317749455288115,40.870291535953676,25.905989594567767,1.2784201380956508,1.864759597707992
on,on,7488,5106,349,2033,68.18910256410257,4.660790598290598,27.150106837606838,29.366987179487182,-0.33247900015872495,-0.5550018808570589,-1.7354125474281428,1.716490474631922,48.02834987832626,22.792323997057785,1.2705018258612342,1.8659211552910633
